source,level,target
2694,3,2694
5806,3,5806
1566,3,1566
4027,3,4027
1109,3,1109
5521,3,2279
2279,3,2279
4134,3,4134
1099,3,1099
2671,3,1099
2641,3,1099
257,3,257
1734,3,1734
1819,3,1734
1196,3,1734
4578,3,1734
5477,3,5477
5223,3,1879
5220,3,1879
5222,3,1879
5221,3,1879
1879,3,1879
5224,3,1879
1259,3,1259
440579,3,440579
1257,3,1257
1745,3,1745
5676,3,5676
6357,3,6357
c_52792cef,3,c_52792cef
1570,3,1570
5814,3,5953
3866,3,5953
5953,3,5953
5648,3,5953
5790,3,5953
5174,3,4151
4151,3,4151
3811,3,3811
8006,3,8006
265,3,265
1623,3,1623
496,3,496
6112,3,6112
5012,3,5012
73,3,1851
1851,3,1851
4237,3,1851
c_4d5b6dbd,3,1851
3238,3,1851
5791,3,c_d701b19c
c_d701b19c,3,c_d701b19c
5376,3,5376
2525,3,2525
6031,3,6031
1560,3,1560
3033,3,3033
4653,3,4653
1557,3,1557
3844,3,3844
5281,3,5281
3306,3,3306
716,3,716
1934,3,1934
3755,3,1934
379,3,379
3433,3,3433
7812,3,7812
2306,3,2306
5270,3,5270
5492,3,5493
6005,3,5493
5493,3,5493
2237,3,2237
1060,3,1060
8527,3,8527
4679,3,4679
5139,3,5139
6307,3,6271
6271,3,6271
1662,3,1662
3996,3,3996
3478,3,3478
5033,3,5033
3148,3,3148
4876,3,4876
5515,3,5515
5512,3,5512
2514,3,2514
6300,3,6300
3512,3,3512
8454,3,8454
3213,3,3213
306,3,306
7995,3,7995
4403,3,4403
3620,3,3620
c_2a1a9fdc,3,c_2a1a9fdc
5117,3,5117
1644,3,1644
605,3,3992
598,3,3992
603,3,3992
3992,3,3992
1171,3,3992
422,3,3992
3053,3,3053
2097,3,2097
1741,3,1741
366,3,366
1815,3,1815
2759,3,2759
1976,3,1976
439498,3,439498
6001,3,6001
5690,3,5690
6737,3,6737
437655,3,437655
4161,3,4161
1499,3,1499
5915,3,5915
142,3,142
c_14d71455,3,c_14d71455
4138,3,4138
5910,3,5910
7351,3,7351
4351,3,4351
1669,3,1669
5058,3,5058
5229,3,5229
1262,3,1262
2805,3,2805
1047,3,1047
3789,3,3789
1498,3,1498
918,3,918
5396,3,5396
5760,3,5760
6755,3,6755
1131,3,1131
3857,3,3857
952,3,952
3520,3,3520
4019,3,4019
4647,3,4647
1812,3,1812
6716,3,6716
7389,3,7389
2832,3,2832
6764,3,6764
3647,3,3647
4757,3,4757
4575,3,4575
5736,3,5736
934,3,934
3342,3,3342
2240,3,2240
961,3,961
7990,3,7990
3924,3,3924
5893,3,5893
7360,3,7360
8453,3,8453
8508,3,8508
7939,3,7939
5857,3,5857
5172,3,5721
5721,3,5721
5303,3,5303
5936,3,5936
8331,3,8331
1235,3,1235
1054,3,1054
2591,3,2591
705,3,705
439592,3,439592
1241,3,1241
5293,3,5293
3728,3,3728
5485,3,5485
2996,3,2996
157,3,157
1699,3,1697
3921,3,1697
2236,3,1697
5711,3,1697
2617,3,1697
1697,3,1697
7366,3,1697
5074,3,5074
3881,3,3881
5569,3,5569
160,3,160
6735,3,6735
6732,3,6732
8330,3,8330
5796,3,4005
5597,3,4005
4005,3,4005
2867,3,4005
5014,3,5014
4867,3,4867
5696,3,5696
4369,3,4369
5306,3,5306
1013,3,1013
7339,3,7339
717,3,717
5971,3,5971
3370,3,6565
7396,3,6565
6565,3,6565
6566,3,6565
4680,3,4680
8416,3,8416
4654,3,4654
418,3,418
3106,3,3106
8322,3,8322
399,3,399
4158,3,4158
2471,3,2471
3340,3,3340
4810,3,4810
442765,3,4810
2197,3,2197
2769,3,2768
2768,3,2768
3686,3,2768
3055,3,3055
5540,3,3055
3591,3,3591
4325,3,4325
c_471a61cf,3,c_471a61cf
5706,3,5706
5827,3,5827
2360,3,2360
471,3,471
4692,3,4692
1092,3,1092
8315,3,8315
2811,3,2811
253,3,253
5203,3,5203
2063,3,2063
2331,3,2331
6334,3,6151
c_062f6587,3,6151
6359,3,6151
8429,3,6151
6360,3,6151
6151,3,6151
928,3,928
811,3,811
3847,3,3847
72,3,72
c_715c08c0,3,1429
5635,3,1429
1429,3,1429
3740,3,1429
3784,3,3784
2960,3,2960
8537,3,8537
1399,3,1399
2987,3,2987
997,3,997
2160,3,2160
501,3,501
5662,3,5662
276,3,276
4701,3,3975
3975,3,3975
1082,3,1082
3132,3,3132
3014,3,3014
6903,3,6903
2203,3,2203
4431,3,4431
6776,3,4431
5673,3,5673
1056,3,1052
978,3,1052
452085,3,1052
4056,3,1052
5668,3,1052
5138,3,1052
c_e548b67f,3,1052
c_4e3beee2,3,1052
1052,3,1052
c_b54dc55a,3,1052
c_d08207d1,3,1052
450658,3,1052
980,3,1052
450652,3,1052
5643,3,1052
979,3,1052
771,3,771
3490,3,3490
5267,3,5267
3674,3,3674
2158,3,2158
3369,3,5899
c_1000336b,3,5899
5900,3,5899
5899,3,5899
6570,3,5899
6553,3,6553
8506,3,8506
1578,3,1578
1613,3,1613
254,3,254
4667,3,4667
3434,3,3434
5602,3,5602
5552,3,5552
5630,3,5552
7986,3,5552
4570,3,4570
4832,3,4832
4218,3,4218
4382,3,4382
388,3,388
3267,3,3267
8509,3,8509
4199,3,4199
6095,3,6095
947,3,947
3883,3,3883
2436,3,2436
5824,3,5413
5674,3,5413
c_2212c2c4,3,5413
5567,3,5413
5413,3,5413
5315,3,5413
4875,3,4875
7346,3,7346
4603,3,4603
1166,3,1166
4398,3,4398
4190,3,4196
4196,3,4196
1332,3,1332
1949,3,1949
4655,3,4655
7892,3,7892
6050,3,6050
5215,3,5215
758,3,758
2174,3,2174
5194,3,5194
5654,3,5654
3802,3,3802
2865,3,2865
3985,3,3985
8327,3,8327
1373,3,1373
5167,3,1373
3509,3,3455
4794,3,3455
3508,3,3455
3455,3,3455
2281,3,2281
6784,3,2281
3788,3,3788
3547,3,4435
4435,3,4435
3354,3,4435
6273,3,4435
107,3,4435
106,3,4435
2248,3,2248
2423,3,5742
1049,3,5742
5742,3,5742
1050,3,5742
1683,3,5742
2604,3,2604
3212,3,3212
1841,3,1841
7130,3,7130
4542,3,4542
760,3,760
5698,3,5698
5116,3,5116
4133,3,4133
2438,3,2438
5723,3,5723
1530,3,5723
5993,3,5993
4226,3,4226
4652,3,4652
3087,3,3087
4085,3,4085
1959,3,1959
7935,3,7935
2686,3,2686
8435,3,8435
1900,3,1900
593,3,593
5115,3,5115
5950,3,5950
6557,3,6557
8528,3,8528
2241,3,2241
1226,3,1226
2428,3,2428
5624,3,5624
734,3,734
4217,3,4217
c_d3db05e6,3,c_d3db05e6
1150,3,1150
2108,3,2108
4682,3,4682
4686,3,4682
4627,3,4627
2375,3,2375
885,3,885
886,3,885
2221,3,2221
2599,3,2599
5179,3,2599
5808,3,2599
2600,3,2599
395,3,2599
7383,3,7383
5561,3,5561
c_049691c5,3,c_049691c5
c_7dda56e2,3,c_7dda56e2
7128,3,7128
355,3,355
6177,3,6177
6253,3,6253
3041,3,3041
3699,3,3699
1273,3,1273
c_23635024,3,c_23635024
8522,3,8522
4411,3,4411
3345,3,3345
6351,3,6351
4772,3,4772
5254,3,5254
1424,3,1424
c_c95f62c1,3,c_c95f62c1
1544,3,1544
2750,3,2750
3375,3,3375
5079,3,5079
1995,3,1995
1988,3,1988
4648,3,4648
6771,3,6771
3089,3,3089
3331,3,3331
3629,3,3629
5807,3,5807
3175,3,3175
5810,3,5810
1475,3,1475
5731,3,5731
6041,3,6041
4613,3,4613
919,3,919
1915,3,185
185,3,185
451991,3,451991
8335,3,8335
5274,3,5274
742,3,742
5660,3,5660
1533,3,1533
2715,3,2715
3045,3,3045
1904,3,1904
5257,3,5257
1980,3,1980
1722,3,1719
4476,3,1719
1719,3,1719
c_412ed48a,3,c_412ed48a
2870,3,2870
2830,3,2830
8464,3,8464
440657,3,440657
5685,3,5686
5686,3,5686
6106,3,6106
6543,3,6543
6554,3,6554
2793,3,2793
1583,3,1583
5244,3,5244
2587,3,2587
6610,3,6610
1982,3,1982
c_8d31aed6,3,c_8d31aed6
840,3,941
941,3,941
4335,3,941
3137,3,941
940,3,941
630,3,630
4232,3,4232
6913,3,4232
3578,3,3367
7417,3,3367
3367,3,3367
5756,3,3367
5432,3,3367
5535,3,3367
5670,3,3367
2796,3,2796
4869,3,4869
4140,3,4140
6378,3,4140
5798,3,2522
2572,3,2522
2522,3,2522
5650,3,2522
1140,3,2522
2104,3,2104
1771,3,1771
4870,3,4870
1111,3,1111
1918,3,1918
5399,3,5399
5464,3,5464
1225,3,1225
5429,3,5429
6027,3,6027
5272,3,5272
6059,3,6059
8455,3,8455
1711,3,1711
c_cf9e250b,3,c_cf9e250b
1766,3,1766
4255,3,4255
519,3,519
6265,3,6265
547,3,547
4342,3,4342
5734,3,5734
5459,3,5459
6402,3,6402
2101,3,2101
1770,3,1770
3335,3,3335
1729,3,1729
5299,3,5299
1359,3,1359
3526,3,3526
3805,3,3805
112,3,112
765,3,765
6327,3,6327
14,3,14
5307,3,5307
5444,3,5444
4425,3,4425
2728,3,2728
435061,3,3638
3638,3,3638
314,3,314
2808,3,2808
4815,3,4815
2898,3,1467
1467,3,1467
1831,3,1831
3758,3,3758
4462,3,4462
c_e5dbcb63,3,c_e5dbcb63
999,3,999
5157,3,5157
548,3,548
3643,3,4036
4036,3,4036
1305,3,1305
4764,3,4764
1674,3,1674
c_dffba30e,3,c_dffba30e
5085,3,5085
4711,3,4709
4787,3,4709
4712,3,4709
6740,3,4709
4804,3,4709
4710,3,4709
4799,3,4709
2361,3,4709
5230,3,4709
1897,3,4709
1861,3,4709
4809,3,4709
4709,3,4709
6115,3,6115
1301,3,1301
2886,3,2886
435299,3,435299
2271,3,2271
2272,3,2271
2112,3,2112
4309,3,4309
3714,3,3714
4433,3,4433
1989,3,1989
3848,3,3848
4397,3,4397
16,3,16
6110,3,6110
435228,3,6110
3872,3,3872
2273,3,2273
5745,3,3860
3860,3,3860
3875,3,3860
6906,3,3860
1146,3,1146
3760,3,3760
3976,3,3976
4629,3,4629
587,3,587
447442,3,447442
5358,3,5358
2852,3,2852
c_ab84e157,3,c_ab84e157
c_82778b62,3,c_82778b62
2430,3,2430
707,3,707
4044,3,4044
8425,3,8425
5959,3,5959
450953,3,450953
5558,3,5558
761,3,761
4830,3,4830
97,3,97
4098,3,4098
6176,3,6176
c_070e15e7,3,c_070e15e7
2333,3,2333
6625,3,6625
3214,3,3214
5872,3,5787
5787,3,5787
5419,3,5787
5896,3,5896
c_b19d7503,3,c_b19d7503
1661,3,1661
4233,3,4233
5581,3,5581
1553,3,1553
4624,3,4624
4782,3,4782
6721,3,6721
6038,3,1381
1381,3,1381
6099,3,6099
3770,3,3770
6313,3,6313
466,3,466
5582,3,5582
7998,3,7998
8512,3,8512
1547,3,1547
c_a5c15adc,3,c_a5c15adc
5865,3,5865
2276,3,2276
5584,3,5584
4023,3,4023
5367,3,5367
5815,3,5815
70,3,70
5941,3,5941
6747,3,6747
5708,3,5708
1808,3,1808
5165,3,5165
777,3,777
5849,3,5849
c_623f2583,3,c_623f2583
4176,3,4176
6898,3,6898
6773,3,6773
c_095c8a84,3,c_095c8a84
3303,3,3303
5497,3,5497
2374,3,2374
1027,3,1027
6297,3,6297
3648,3,3648
3410,3,3410
5020,3,5020
5278,3,5278
15,3,15
1147,3,1147
8409,3,8409
3541,3,3541
3677,3,3677
6051,3,6051
6084,3,6051
3642,3,2871
2871,3,2871
5573,3,2871
5280,3,5280
3863,3,3863
3524,3,3524
3610,3,3610
1430,3,1430
2322,3,2322
3426,3,3426
3210,3,3210
7991,3,7991
2122,3,2122
2437,3,2437
2584,3,2584
3001,3,3001
440631,3,440631
3122,3,3122
6287,3,5611
5611,3,5611
5664,3,5664
4818,3,4818
287,3,287
8489,3,8489
3768,3,3768
4465,3,4465
1292,3,1292
7198,3,1292
1442,3,1442
5202,3,5202
2860,3,2860
4808,3,4808
7205,3,7205
3368,3,3368
1480,3,3368
1888,3,1888
2421,3,2421
1427,3,1427
8336,3,8336
6171,3,6171
435098,3,6171
6768,3,6768
7996,3,7996
5331,3,5331
3738,3,3739
1893,3,3739
890,3,3739
3739,3,3739
c_65366e84,3,c_65366e84
1272,3,1272
228,3,228
994,3,994
445228,3,445228
6703,3,6703
6355,3,6355
3155,3,3155
1617,3,1617
1457,3,1457
5802,3,1457
591,3,591
3905,3,3905
6778,3,6778
6852,3,6852
7412,3,7412
5023,3,5023
316,3,316
5538,3,5538
738,3,738
5926,3,4126
4126,3,4126
8000,3,8000
641,3,641
1281,3,1281
83,3,83
5868,3,5868
1552,3,1552
1104,3,1104
1042,3,1042
595,3,595
5511,3,5511
7359,3,7359
442884,3,442884
3658,3,3658
c_ec0f4970,3,c_ec0f4970
c_14e0ae65,3,c_14e0ae65
1334,3,1334
4386,3,4386
8433,3,8433
5288,3,5288
5478,3,5478
2328,3,2328
6743,3,6743
450,3,450
5297,3,5297
1023,3,1023
3169,3,3169
8395,3,8395
3183,3,3183
4331,3,4331
8463,3,8463
267,3,267
1124,3,1124
5122,3,5122
477,3,477
3832,3,3832
5506,3,5506
354,3,354
5894,3,5894
5349,3,5349
c_fa8f51b0,3,c_fa8f51b0
c_a17a2156,3,c_a17a2156
6139,3,6139
4080,3,4080
1655,3,1655
6376,3,6376
2594,3,2594
2800,3,2800
2283,3,2283
3960,3,3960
4421,3,4421
998,3,998
4037,3,4037
1531,3,4037
4103,3,4103
1440,3,1440
c_dd52c1e9,3,c_dd52c1e9
8529,3,8529
2883,3,2883
5055,3,5055
6130,3,6130
2554,3,2554
1703,3,1703
5481,3,1252
1252,3,1252
4348,3,4348
5644,3,5644
3425,3,3425
8426,3,8426
2036,3,2036
5724,3,5724
1228,3,1228
4721,3,4721
451486,3,451486
4500,3,4500
19,3,19
5453,3,5453
2157,3,2157
3704,3,2157
c_667f2c16,3,c_667f2c16
767,3,767
4780,3,4780
76,3,76
3939,3,3939
6277,3,6277
8479,3,8479
1827,3,1827
4841,3,4841
468,3,848
848,3,848
467,3,848
469,3,848
5199,3,5199
c_7a080afd,3,c_7a080afd
3417,3,3417
4733,3,4733
c_6547ccb7,3,c_6547ccb7
5812,3,5812
1974,3,1974
5403,3,5403
5516,3,5516
4820,3,4820
3032,3,3032
5653,3,5653
4684,3,4684
959,3,959
230,3,4784
4784,3,4784
c_7d7c383b,3,c_7d7c383b
5410,3,5410
6568,3,3813
c_6f563894,3,3813
5733,3,3813
3813,3,3813
1997,3,3813
4685,3,4685
617,3,617
8385,3,8385
1211,3,1211
5528,3,1211
8504,3,8504
3269,3,3269
5927,3,5927
6146,3,6146
5766,3,5766
2049,3,2049
2942,3,2942
1981,3,1981
5543,3,5543
1448,3,1448
8443,3,8443
c_ccac12ef,3,4502
4502,3,4502
3017,3,4502
3011,3,4502
c_25fe24f4,3,4502
5182,3,4502
694,3,694
3618,3,3065
5025,3,3065
4284,3,3065
3065,3,3065
4283,3,3065
205,3,205
6728,3,6728
5699,3,5699
1300,3,1300
c_441fb0c4,3,c_441fb0c4
1123,3,1123
6904,3,6904
4122,3,4122
1906,3,1906
c_2e08d60f,3,c_2e08d60f
8375,3,8375
6547,3,2944
2944,3,2944
4378,3,4378
1561,3,1561
8308,3,8308
6545,3,6545
4774,3,4774
3950,3,3950
4689,3,4689
2881,3,2881
8448,3,8448
1640,3,1640
5943,3,5943
562,3,562
2027,3,2027
2911,3,2911
3989,3,3989
4751,3,4751
17,3,17
4388,3,4388
263,3,263
4438,3,4438
c_681e6d24,3,4438
2941,3,2941
8421,3,8421
2054,3,2609
2609,3,2609
2608,3,2609
2610,3,2609
3871,3,3871
1665,3,1665
5494,3,5494
6562,3,6562
478,3,478
6384,3,6384
6385,3,6384
5090,3,5090
2839,3,2839
6267,3,6267
8008,3,8008
443080,3,443080
1710,3,1710
6731,3,6731
434880,3,434880
440605,3,440605
1446,3,1446
3094,3,3094
304,3,304
4437,3,4437
3821,3,3821
5681,3,5681
5531,3,5681
5510,3,5681
5505,3,5681
5504,3,5681
6622,3,6622
1881,3,1881
2807,3,2807
1149,3,1149
5404,3,5404
c_7f2d2214,3,c_7f2d2214
5740,3,5740
2017,3,2017
2224,3,2224
5823,3,5823
2719,3,2719
4662,3,4662
3012,3,3012
2343,3,2343
1283,3,1283
860,3,860
5406,3,4048
4053,3,4048
199,3,4048
196,3,4048
4048,3,4048
8285,3,4048
5318,3,4048
197,3,4048
4355,3,4048
5618,3,4048
7813,3,4048
200,3,4048
198,3,4048
4247,3,4048
4049,3,4048
1024,3,1024
3980,3,3980
3934,3,3934
5580,3,5580
2204,3,2204
606,3,606
2028,3,2028
8316,3,8316
8517,3,8517
3926,3,3926
2930,3,2930
2394,3,2394
4622,3,4622
5882,3,5882
4806,3,4806
5466,3,5466
5532,3,5532
2380,3,2380
1059,3,1059
c_ee45cd99,3,c_ee45cd99
2228,3,2228
5768,3,5768
6295,3,5768
6296,3,5768
5338,3,5338
1769,3,1769
4745,3,4745
5994,3,5994
2872,3,2872
4426,3,4426
4657,3,4657
3260,3,3260
5702,3,1580
5701,3,1580
5703,3,1580
5704,3,1580
1580,3,1580
5700,3,1580
c_104476d7,3,1580
8319,3,8319
4391,3,4391
2096,3,2096
4819,3,4819
1971,3,1975
5963,3,1975
1975,3,1975
4731,3,1975
4463,3,1975
1860,3,1860
4200,3,4200
1575,3,1575
5998,3,5998
5747,3,5747
532,3,532
5666,3,5666
5183,3,5183
6912,3,2206
8452,3,2206
2206,3,2206
6191,3,6189
6190,3,6189
6189,3,6189
3920,3,3920
3888,3,3888
4307,3,4307
755,3,755
2717,3,2717
4803,3,4803
c_9055e9e1,3,c_9055e9e1
3592,3,3592
4788,3,4788
3751,3,3751
4494,3,3751
3362,3,3751
331,3,3751
2751,3,2751
1349,3,1349
850,3,850
4854,3,4854
493,3,493
6290,3,6290
434056,3,201
434004,3,201
201,3,201
4148,3,4148
c_1c478aa5,3,c_1c478aa5
1256,3,1256
1942,3,1942
1280,3,1280
1106,3,1106
3893,3,3893
2358,3,2358
6756,3,2358
8001,3,8001
c_b0c14f45,3,c_b0c14f45
5304,3,5304
3103,3,3103
277,3,277
3979,3,3979
8516,3,8516
4339,3,4339
5195,3,5195
2356,3,2356
4004,3,4004
6541,3,6541
5782,3,5782
7947,3,7947
5604,3,5604
231,3,231
1195,3,1195
163,3,163
3010,3,3010
5918,3,5918
5514,3,5514
6358,3,447536
447536,3,447536
8325,3,8325
1579,3,1579
3942,3,1129
1129,3,1129
8329,3,8329
4389,3,4389
5585,3,5585
4112,3,4112
6036,3,6036
6700,3,6700
6286,3,6286
5129,3,5129
6057,3,6057
2482,3,2482
3037,3,3037
c_f2c7a2f7,3,c_f2c7a2f7
4567,3,4567
505,3,505
5672,3,5672
5838,3,5838
5735,3,5735
5565,3,5565
1179,3,1179
4102,3,4102
5636,3,5636
5999,3,5999
8422,3,8422
4773,3,4773
4829,3,4829
8538,3,8538
8414,3,8414
3059,3,3059
5801,3,5801
3427,3,3427
6899,3,6899
6316,3,6316
1461,3,1461
7206,3,7206
8498,3,8498
5136,3,5136
356,3,356
4047,3,4047
5162,3,5162
5320,3,5320
2044,3,2044
4230,3,4230
8515,3,8515
2882,3,2882
5026,3,5026
5513,3,5513
3090,3,3090
7981,3,7981
3621,3,3621
960,3,960
1084,3,1084
8438,3,1152
1152,3,1152
1984,3,1984
352,3,352
5912,3,5912
8542,3,8542
1090,3,1090
970,3,970
1350,3,1350
2060,3,2060
2047,3,2047
353,3,353
5197,3,5197
1493,3,1493
2439,3,2439
440265,3,440265
445178,3,440265
8320,3,8320
920,3,920
2621,3,2621
3397,3,3397
3180,3,3180
831,3,831
6370,3,4673
4673,3,4673
6089,3,4673
24,3,24
5218,3,5218
4115,3,5218
8532,3,8532
2780,3,2780
299,3,299
3635,3,3635
6546,3,6546
6319,3,6319
958,3,958
5942,3,5942
151,3,151
3775,3,3775
5818,3,5818
6212,3,6212
4807,3,4807
2390,3,2390
4410,3,4410
5888,3,5888
6346,3,6346
4656,3,4656
3036,3,3036
8472,3,8472
4691,3,4691
2693,3,2693
1789,3,1789
1431,3,1431
3779,3,3779
852,3,852
8500,3,8500
2562,3,2562
3008,3,3008
440238,3,440238
5816,3,440238
8427,3,8427
6855,3,6855
3021,3,4432
4432,3,4432
5189,3,4432
4428,3,4432
3019,3,4432
476,3,476
321,3,321
8531,3,8531
1528,3,1528
1238,3,1238
380,3,380
c_b4cffbee,3,c_b4cffbee
8337,3,8337
5247,3,5247
2908,3,2908
5103,3,5103
8441,3,8441
c_4e75f061,3,8441
7129,3,7129
5332,3,5332
443629,3,443629
3603,3,3603
4669,3,4669
1186,3,1186
2340,3,2340
2954,3,2954
6263,3,6263
2820,3,2820
5496,3,5496
2086,3,2086
8499,3,8499
4666,3,4666
3190,3,3190
4349,3,4349
6270,3,6270
4698,3,3022
3022,3,3022
4699,3,3022
c_496cee2d,3,c_496cee2d
4990,3,4990
5308,3,5308
c_e4bfb3bb,3,c_e4bfb3bb
c_f9143718,3,c_f9143718
1181,3,1181
6272,3,6272
7391,3,7391
5380,3,4713
4718,3,4713
4725,3,4713
4715,3,4713
4717,3,4713
4720,3,4713
4713,3,4713
4719,3,4713
4723,3,4713
4722,3,4713
4714,3,4713
4716,3,4713
4724,3,4713
2708,3,2708
8461,3,8461
5803,3,5803
4683,3,4683
4024,3,4024
6003,3,6003
2620,3,2620
856,3,856
275,3,275
2337,3,2337
3247,3,3247
4572,3,4572
6849,3,6849
6285,3,6285
5847,3,5847
4471,3,4471
451462,3,1296
1289,3,1296
1296,3,1296
825,3,825
4791,3,4791
3063,3,2506
3221,3,2506
383,3,2506
2506,3,2506
7393,3,7393
1839,3,1839
1698,3,1698
1656,3,1656
868,3,868
4650,3,4650
5658,3,5658
2503,3,2503
c_0e4239f5,3,c_0e4239f5
433,3,433
5417,3,5417
2895,3,489
489,3,489
407,3,407
4236,3,4236
6192,3,3701
5601,3,3701
5671,3,3701
3701,3,3701
5705,3,3701
908,3,908
2884,3,2884
1142,3,1142
1351,3,1351
4340,3,4340
266,3,266
4166,3,4166
7945,3,7945
4792,3,4792
6891,3,6891
4583,3,4583
879,3,879
2138,3,2138
3973,3,3973
8502,3,8502
1266,3,1266
601,3,601
7943,3,7810
7810,3,7810
7811,3,7810
6404,3,c_0e092eaf
c_0e092eaf,3,c_0e092eaf
c_3897ba70,3,c_0e092eaf
4779,3,4779
5533,3,5533
2348,3,2348
8478,3,8478
7999,3,7999
3833,3,3833
1853,3,1853
3310,3,3310
3988,3,3988
6730,3,6730
1204,3,1204
3339,3,3339
2336,3,2336
5276,3,5276
3288,3,3288
894,3,894
3018,3,3018
2085,3,2085
2878,3,2878
5192,3,5192
4484,3,4484
544,3,544
4688,3,4688
5588,3,5588
3034,3,3034
1208,3,1208
5190,3,5190
6777,3,5190
444,3,444
4434,3,4434
7950,3,7950
2533,3,2533
5428,3,5428
c_d6ede0c7,3,c_d6ede0c7
4003,3,4003
4770,3,4770
2215,3,2215
2225,3,2225
437422,3,437422
6405,3,6405
434664,3,434664
1612,3,1612
4813,3,4813
6723,3,5550
5550,3,5550
6724,3,5550
c_097751fd,3,c_097751fd
c_b3d1a308,3,c_b3d1a308
4326,3,4326
3972,3,3972
8310,3,8310
2945,3,2945
3986,3,3986
6734,3,6734
6706,3,6706
8519,3,8519
3815,3,3815
6389,3,6389
1006,3,1006
8424,3,8424
4240,3,4240
4553,3,4553
1445,3,1445
2480,3,2480
5526,3,5526
2388,3,2388
111,3,111
4466,3,4466
5864,3,5864
3321,3,3321
3527,3,3527
4376,3,4376
1702,3,1702
141,3,141
2568,3,2568
1639,3,1639
6369,3,6369
759,3,759
3396,3,3396
3051,3,3051
7223,3,2440
2440,3,2440
7380,3,2440
7381,3,2440
6045,3,6045
4469,3,6045
6288,3,6288
4736,3,4736
1308,3,1308
2346,3,2346
2931,3,2931
c_ece9dd5b,3,c_ece9dd5b
21,3,21
8513,3,8513
4636,3,1854
1854,3,1854
5726,3,5726
4756,3,4756
5884,3,92
92,3,92
5401,3,5401
4747,3,4747
5869,3,5869
4735,3,4735
5822,3,5822
5837,3,5837
5463,3,5463
4100,3,4100
4392,3,4392
6053,3,237
237,3,237
1134,3,1134
5046,3,5046
c_1c2d26cf,3,2109
2109,3,2109
1779,3,1779
4346,3,4346
1532,3,1532
870,3,870
426,3,426
6534,3,6534
2312,3,2312
3338,3,3338
248,3,248
4642,3,248
5732,3,5732
4364,3,4364
3263,3,3263
8378,3,8378
531,3,531
c_e9845504,3,c_e9845504
3475,3,3475
2712,3,2712
6133,3,6133
2220,3,c_d1f03d01
c_d1f03d01,3,c_d1f03d01
5204,3,5204
3550,3,3550
3834,3,3834
409,3,409
8326,3,8326
c_f53bfc88,3,c_f53bfc88
435007,3,435007
4170,3,4170
448,3,3099
348,3,3099
364,3,3099
2669,3,3099
3099,3,3099
4610,3,4610
6386,3,6386
7394,3,7394
c_3212cc75,3,c_3212cc75
c_4254375b,3,c_4254375b
5605,3,5605
7218,3,7218
4354,3,4354
5639,3,5639
5589,3,5589
2401,3,2401
993,3,993
193,3,193
4341,3,4341
5348,3,5348
6822,3,6822
4485,3,4485
1673,3,1673
2678,3,2678
7896,3,7896
8321,3,8321
2294,3,2294
5346,3,5346
3951,3,3951
1095,3,3951
6155,3,6155
8520,3,8520
4075,3,4075
1339,3,1339
5902,3,5902
2855,3,5902
3285,3,5902
3287,3,5902
3286,3,5902
3356,3,5902
3284,3,5902
7375,3,7375
8533,3,8533
4797,3,4797
3343,3,3343
3625,3,3625
3892,3,3892
6548,3,6548
2988,3,2988
5520,3,5520
8003,3,8003
4281,3,4281
1215,3,1215
7199,3,7199
5000,3,5000
3211,3,3211
1389,3,1389
2075,3,2075
6121,3,6121
6101,3,6101
442791,3,5028
5028,3,5028
6276,3,6276
1057,3,1057
3575,3,3575
5522,3,3575
604,3,604
6293,3,6293
4290,3,4290
8318,3,8318
1650,3,1650
6040,3,6040
5465,3,2946
2946,3,2946
2961,3,2961
8518,3,8518
3568,3,3568
6741,3,6741
6733,3,6733
8377,3,8377
5405,3,5405
6626,3,5405
6104,3,6104
7382,3,7382
984,3,984
3457,3,3457
441716,3,441716
2607,3,441716
5608,3,5608
5811,3,5811
8410,3,8410
22,3,22
4249,3,4249
1876,3,1876
2623,3,2623
4889,3,4889
6111,3,4889
5193,3,5193
171,3,171
730,3,730
4833,3,4833
5040,3,5040
4460,3,4460
4577,3,4577
5214,3,5214
4477,3,4477
3662,3,1821
3665,3,1821
3661,3,1821
3666,3,1821
1821,3,1821
4259,3,4259
5826,3,5826
7138,3,5826
5312,3,5826
6145,3,6145
1449,3,1449
5661,3,5661
2323,3,2323
1597,4,1597
278,4,278
5023,4,278
1476,4,278
3842,4,3842
3381,4,3381
924,4,924
5637,4,5637
5341,4,5341
7862,4,7862
c_4b33c289,4,c_4b33c289
7866,4,7866
4579,4,4579
3189,4,3189
1014,4,1014
2508,4,39
3221,4,39
383,4,39
39,4,39
3063,4,39
1593,4,39
2587,4,39
171,4,39
3507,4,39
2506,4,39
c_cef8ea9d,4,39
3120,4,3120
1592,4,1592
6037,4,6037
1478,4,1478
2577,4,2577
5610,4,5610
5724,4,5610
7397,4,7397
4785,4,4785
4133,4,2566
4384,4,2566
2566,4,2566
3586,4,3586
3181,4,1069
1069,4,1069
8412,4,6044
3738,4,6044
1893,4,6044
6044,4,6044
890,4,6044
3739,4,6044
1760,4,1760
6035,4,6035
126,4,1172
6896,4,1172
5959,4,1172
1172,4,1172
1939,4,1172
2581,4,2581
4536,4,4536
c_c8c80a5b,4,c_c8c80a5b
292,4,292
4458,4,4458
5186,4,5184
5185,4,5184
5184,4,5184
5187,4,5184
6903,4,5970
5970,4,5970
1625,4,1625
